review_id,product_category,product_name,review_text,star_rating,sentiment_label
511,Food and Drink,Korean Kimchi SAMWON,Bau bgt kayak bau sampah,1,negative
512,Food and Drink,Korean Kimchi SAMWON,emang rasanya kaya basi apa gimana ?? kok gini amat kaya bau tong sampah,1,negative
513,Food and Drink,Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun,"Bau makanan tidak nyaman, dan rasa tidak enak.",1,negative
514,Food and Drink,Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun,amit� rasanya ????,1,negative
515,Food and Drink,Mujigae Kimchi 200gr / Kimchi Halal / Kimchi Ramyun,"Rasanya ngadi2 sumpah, kayak pake saos sambel ?? kyk gapake gochujang & gochugaru. Yang biasa makan kimchi asli korea pasti gaakan suka. Pengiriman super lelet pesen hr rabu br dtg hari minggu gils.",1,negative
516,Food and Drink,Pisang Bollen - Keju Special - REGULAR,KURANG MELAYANI,1,negative
517,Food and Drink,bakso aci/boci/boci sakura/boci dower,"GAENAK BASI IUHHHH PLIS JANGAN BELI DISINI,AKU GAMAU MOTONG REZEKI MU TAPI INI SRIUSAN BASI BAU APEK CUANKINYA MLEMPEM BOCINYAA BAU,BUMBUNYA KAYA DAH GA SEGER,TERUS KEMASANNYA KAYA DAH BERDEBUGITUU AHHHHH NYESELL KALAU MAU JUALAN YANG NIAT BUKAN CARI UANGNYA AJA TAPI CARI RASAAAA KUALITAS",1,negative
518,Food and Drink,bakso aci/boci/boci sakura/boci dower,BASO NYA ASEMMM. BASI..... RASA NGGA ENAK BANGET DEH.MUNGKIN ORANG BEDA BEDA YAH SOAL RASA.. UNTUK LUAR PULAU PIKIR2 DEH KLAU MAU BELI... DI JAMIN BASIII...,1,negative
519,Food and Drink,bakso aci/boci/boci sakura/boci dower,sudah ga layak kenapa ga dibuang aja!!!,1,negative
520,Food and Drink,bakso aci/boci/boci sakura/boci dower,"Jeruknya udh busuk dikirim Yg gk busuk, gk ada lagi airnya Pilus keras",1,negative
521,Food and Drink,FUKUMI BERAS PORANG BOX SACHET,"Baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. MANTAABBB",5,positive
522,Food and Drink,FUKUMI BERAS PORANG BOX SACHET,"wow wow sangaat praktis euy, tapi emang harganya mayaan sihh, rasanya enak, mantul, bakal repeat order nihh",5,positive
523,Food and Drink,FUKUMI BERAS PORANG BOX SACHET,"Enak banget, pulen bener2 teksturnya seperti nasi, gampang juga buatnya.",5,positive
524,Food and Drink,Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand,"Sesuai,proses n pengiriman cepat,responsif,recommended,barokah,terima kasih",5,positive
525,Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Mantaap...rekomendasi banget murah bukan murahan dan enak rasanya,5,positive
526,Food and Drink,Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs,LENGKAP BAGUS PENGIRIMAN CEPAT DAN TEPAT TERPERCAYAA NOMOR 1 SEINDONESIA,5,positive
527,Food and Drink,Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand,"Respon dan pengiriman cepat. Packing rapi, recommended seller...",5,positive
528,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,alhamdulillah seperti biasa repeat order di sini free ongkir rasa enak harga murah dan pastinya gurih mantap krupuknya,5,positive
529,Food and Drink,Silverqueen Cashew 62g,"respon penjual nyaa baik.. dapet harga muraaaaaah, packingnya rapiiiii dan pengirimannya lumayan cepat lahh.. coklatnya enakkkkkk",5,positive
530,Food and Drink,Silverqueen Cashew 62g,"mantep bangettt coklatnya. beli lagi promo terus masih ditambahin voucher juga, jadi mumer pokok deh",5,positive
531,Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,"alhmdllh pkt ny dah smpe..ank2 seneng bgt klu Makan sama sarden ABC..makasi seller,Tokopedia.",5,positive
532,Food and Drink,ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free,Pengirimannya cepat...Amanah...???????,5,positive
533,Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Mantaab P00000L.... ?????????? udh langganan...keluarga sangat syukaaaa...trims ??,5,positive
534,Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE","Kurma Medjol Palestine emang fave aku bgtt.. legit ga trllu manis, bijinya keciiil, dagingnya jumbo, cocok utk ibukku yg kebetulan diabetes.. tp baru pertama beli disini. Makasi ya Ka, pengiriman cpt 1hri aja.. makasi jg Tokped dah gratis ongkir, semoga Allah SWT memberkahi kalian",5,positive
535,Food and Drink,Lumpia Basah Semarang *BESAR*,"Enak lumpia basah nya dan admin baik minta daun bawang lebihan eh beneran di kasi banyak ?? Terimakasih, nanti mau beli lagi ??????????",5,positive
536,Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal","Luar biasa respon dan pengirimannya.. Siang pesan, malam tiba.. Luar biasa.. ??????",5,positive
537,Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",uenak bangetzzz??udah berulamg kali order,5,positive
538,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,repeat order ke 4,5,positive
539,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,sdh sering repeat order...mantap,5,positive
540,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,"Bakalan jd langganan .. harga terjangkau, pengiriman juga oke",5,positive
541,Food and Drink,Pastel Wawa since 2006,"sudah beberapa kali beli pastel ini,ga pernah ngecewain,rasanya mantappp,seller nya juga ramah banget..????",5,positive
542,Food and Drink,Pastel Wawa since 2006,Enak enak enak enak sekali! Uda order a aja kali disini! Dan pasti akan reorder terus! Thank u! Sukses selalu!,5,positive
543,Food and Drink,Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster,"ini enak bangett, packingnya juga bagus bangett.. terima kasihh.. recommended bangett dehh ????",5,positive
544,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,"Ini pembelian ke 5 krupuknya mantap, pengirimannya cepat dan tidak ada yang rusak. Terima kasih kepada penjual dan kurir sicepat",5,positive
545,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki ka. terimakasih ya ka,5,positive
546,Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,Sekian kalinya beli di tuang coffee...terbaaiikk,5,positive
547,Food and Drink,DIMSUM SEHAT DAN HALAL,Dimsum mantaap�.Selalu setia menemani dengan kehangatan di saat Musim hujan�.Setiap gigitannya Mak nyoos�Uenaaak Tenan�.Tks,5,positive
548,Food and Drink,DIMSUM SEHAT DAN HALAL,Bagus bagus.....dimsumnyamasih kedaan bgus ga penyok... dalem ya juga seger produknya rekomen bgt klo belanja disini???????????? enak ga cape jadi makin sering masak biar hemat dan sehat dirumahmakasi yaa udh mempermudah masak ??????????????????????,5,positive
549,Food and Drink,DIMSUM SEHAT DAN HALAL,enak banget. bikin ketagihan,5,positive
550,Food and Drink,Rendang Padang Level 3 - Daging Sapi (250gr),"rendangnya enakkk, dagingnya empukkk. Paling salut krn mau kirim di hari minggu jd bs nyampe tepat waktu sebelum lebaran. Tadinya udah agak was2 kl ngirimnya ketunda sehari aja udah ga bakal pas momennya. Ternyata sellernya gerceppp. Thanksss.",5,positive
551,Food and Drink,Rendang Padang Level 3 - Daging Sapi (250gr),enaaaak.. bakal order lagi ??????,5,positive
552,Food and Drink,Rendang Padang Level 3 - Daging Sapi (250gr),Rendangnya lembut n enak.bngett.. pengiriman cepat.. rekomended deh??,5,positive
553,Food and Drink,Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr,"terbaik sihhh iniii.. pesanan ny superr cpt sampe nya.. d proses ny cpt bgtttt.. br psen hr itu, bsk ny ud sampe lagi ?? pengemasan amann bgt juga ya.. ???? thx seller & kurir ????",5,positive
554,Food and Drink,Kripik Usus Ayam 1kg Super,mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,5,positive
555,Food and Drink,Kripik Usus Ayam 1kg Super,"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",5,positive
556,Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,"Mienya enak Favorit keluarga. Sudah langganan beli mie sedap di toko OS , packing rapi dan dpt bonus. makasih ya????",5,positive
557,Food and Drink,Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr,"bagus produknya, enak marumiya rice topping furikake nya, bisa juga untuk bubur, harga terjangkau, recommended",5,positive
558,Food and Drink,Marumiya Rice Topping Furikake Abon Tabur Jepang - GOMASHIO 45gr,"Terima Kasih Banyak Telah Melayani dengan Baik. Semua Products Bagus & Packaging nya aman. Products Sesuai foto, Harga bersaing dengan bagus. Pengiriman Cepat &Tepat. Very Recommended Shop &Seller. Next pasti akan sering blanja Lagi di sini deh. Semoga semakin maju & sukses ya.",5,positive
559,Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,"udah yang kedua kali beli disini, ngga nyesel banget, kualitas udah pasti oke, pengirimannya juga bagus dan cepat, packagingnya juga rapi dan aman",5,positive
560,Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,Alhamdulillah ?? barang diterima dengan sangat baik ?? packing aman ?? semua sesuai pesanan ?? suka banget sama mie sedap ?? apalagi ada varian laksa Singapura ??,5,positive
561,Food and Drink,Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs,jelek banget .barang orderan ga sampai tapi di keterangan nya sdh keterima.jgn order disini..order barang ga sampe2.,1,negative
562,Food and Drink,Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs,"barang tidak diterima, tidak ada yang bertanggung jawab, pertama kali belanja di sini langsung dikecewain,,,",1,negative
563,Food and Drink,Paket Indomie Rasa Mie Celor Khas Palembang - 8 Pcs,yang dateng sangat-sangat beda dengan yang di foto,1,negative
564,Food and Drink,Silverqueen Cashew 62g,"bad service pengiriman same day (gosend) melewati batas estimasi, jika tdk mampu melayani pengiriman sameday gosend sebaiknya di non aktifkan agar pembeli tdk bayar lbh mahal ongkir",1,negative
565,Food and Drink,Silverqueen Cashew 62g,baru dibuka tapi bentulnya aneh. kaya udah meleleh tapi dibekuin sendiri padahal baru buka dari pengiriman,1,negative
566,Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,Dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya. Untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali. Seller mohon diperhatikan kualitas produk sebelum dijual. Terima Kasih.,1,negative
567,Food and Drink,Dendeng Sapi l Dendeng Sapi Manis 200 gram,"bukan dendeng daging sapi asli, semacam campuran",1,negative
568,Food and Drink,Pisang Cavendish Finger 1 kg,Pisang kecil isinya sedikit nyeesel,1,negative
569,Food and Drink,Pisang Cavendish Finger 1 kg,masih mentah,3,netral
570,Food and Drink,Pisang Cavendish Finger 1 kg,Beli 3 kg minta dimix pisang yg msh hijau & kuning eh dikirim kuning semua... Hadeeehh,3,netral
571,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,plastik pecah jd lembek sebagian,2,negative
572,Food and Drink,KERUPUK MAWAR PUTIH KHAS PALEMBANG 250 grm,byk yg hancur dikirim ke jkt,2,negative
573,Food and Drink,The OG - 10 pcs,Pesan yg varian 20pcs tp cuma dikirim 10pcs,1,negative
574,Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",1,negative
575,Food and Drink,Keripik tempe 200 gram,"keripik tempe pecah2. packingnya kopong. Edit: rasanya juga asin banget, beh ga recommended yah, mecin banyak. orang **** juga tau bisa dikomplain, bahkan ga pake asuransi pun bisa komplain. cuma worth ga sama waktu yg dihabiskan buat komplain? penjual yg ga bisa terima kritik ga layak dapat bintang. maap yah , perbaikin lg packingnya, ekspedisi manapun kalo packing keripik pake plastik setengah kosong (ga padat) ya ancur koclak2 dalam dus. mau pake buble juga mubazir.",1,negative
576,Food and Drink,Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g,Kapok belanja disini lama banget pengiriman nya!,1,negative
577,Food and Drink,Pie Susu Dhian Bali,"produk tidak layak dimakan, sudah jamuran beberapa pcs, padahal tulisan expired date masih 1 bulan lagi. harap di qc ulang semua produk makanannya agar layak dimakan konsumen.",1,negative
578,Food and Drink,Pie Susu Dhian Bali,"pie susunya jamuran, duh parah bgt sih jualan",1,negative
579,Food and Drink,Pie Susu Dhian Bali,"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. Kasian reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kaka penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",1,negative
580,Food and Drink,Pie Susu Dhian Bali,"Pie susunyabberjamur, padahal baru disimpan sekitar semingguan dan expiry date masih sebulan. Biasanya kalo beli di bali ga kayak gitu, ya biar temen2 yang beli pie susu nya aware aja ya. Sedih juga udah disayang2 makannya, eh pas mau makan ternyata jamuran, terpaksa dibuang ???? Udah chat juga ke sellernya, katanya karena ga dimasukin ke kulkas. Tp dulu pas beli di bali jg ga masukin kulkas sih... FYI aja buat temen2 yg mo beli yah",1,negative
581,Food and Drink,Pie Susu Dhian Bali,ini tidak dikirim satupun. dan tidak ada chat apapun dari penjual. sudah dikomplain entah kenapa bisa selesai begitu saja. mengecewakan. padahal anak saya suka sekali ini dan menunggu dateng ternyata ga dikirim,1,negative
582,Food and Drink,PRONAS Paket Luncheon A Free Canister,Beratnya tidak sesuai.. Katanya dirubah kok ga ada perbaikan dalam hal berat produk dan packing.. Pdhl sy mau blanja banyak.. Tapi mhl diongkir.. Pdhl berat riil nya jauuh dari estimasi,1,negative
583,Food and Drink,PRONAS Paket Luncheon A Free Canister,free canister ga dikirim.. payah kecewah dah males beli disini,1,negative
584,Food and Drink,PRONAS Paket Luncheon A Free Canister,"Pengiriman lambat, seminggu baru sampai. Bagi yang membutuhkan cepat, lebih baik beli di supermarket langsung",3,netral
585,Food and Drink,Bika Ambon BeFond Mix uk. 20x20cm,kue nya pas Dateng dicoba asem..kue Uda terlalu lama..di komplain ke penjual bilang nya bisa dikonsumsi dan dimakan... tidak ada tanggung jawab..,1,negative
586,Food and Drink,Pia Mangkok isi 12 - Keju,pia nya gak dikirim,1,negative
587,Food and Drink,Sedaap Mie Instan Singapore Spicy Laksa 83 Gr x 15 Pcs Free Totebag,"bad admin. Opportunity lost gara2 mau tambah pesanan tp diabaikan admin, harusnya jd perhatian untuk manajemen wingsfood.",1,negative
588,Food and Drink,Extra Virgin Coconut Oil VCO 500ml - Minyak Kelapa Murni 100%,"sampe sekarang barang blm sampe,halu express blgnya sudah mau tanggung jwb dg membayar ke tokopedia tp dr tokopedia ga ada transfer penggantian...ga ada yg tanggung jawab",1,negative
589,Food and Drink,Multi Pack Sembako,Gak sesuai gambar disitu gulanya yg hijau kenapa dikirimnya yang kuning sih beda mereka harganya rasanya juga beda lbh enak yg hijau kenapa begini tokped jd pengguna baru malah nyesel,1,negative
590,Food and Drink,Multi Pack Sembako,"tidak sesuai pesanan, yg di pesan Gula 1kg, kecap kemasan sama teh, yg sampe gula nya cuma 1/2 kg, teh sama kecap",1,negative
591,Food and Drink,Silverqueen Cashew 62g,"kotak paket nya kegedean, coklat gak dibungkus bubble wrap atau kotak paket gak ada tambahan kertas pengisi jadi bentuk coklat nya udh amburadul semua",1,negative
592,Food and Drink,Best Wok Mi Goreng Original 5 pcs + Best Wok Hot & Spicy 5 pcs,"packaging nya ga safe jadi mie nya remuk, shipping nya lama bgt proses nya juga asli lama parah",1,negative
593,Food and Drink,Petik Mangga,rasanya kaya buav*ta. gk worth it,1,negative
594,Food and Drink,Petik Mangga,"Saat baca komposisi deskripsi Minuman rasa mangga rada curiga. Tapi karena terjual banyak, tetap beli. secara harganya mahal, Aku pikir full mangga. ternyata artificial mangga. Manis buatan banget. Ga sehat.",1,negative
595,Food and Drink,Petik Mangga,sangat tidak cocok dgn yg tidak suka manis. Ini minuman manis bgt dan rasanya artificial mangga bgt. SALAH untuk yg expect ini minuman seger dan fresh dr mangga buah.,1,negative
596,Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,"udh kecil diisi ga full + banjir minyak. jdi kira2 isi nya stgh lbh dkit dr tempat kecilnya. ga lbh dr 3 sendok makan. maaf, ga worth utk hrg segini.",2,negative
597,Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,"pedes nya over, dibanding isinya yang dikit. yang gak kuat pedes over not rekomended",2,negative
598,Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,"diluar ekspetasi banget, sambelnya gak seger, agak bau, gada pedes2nya malah manis, packaging nya sih bagus",2,negative
599,Food and Drink,SAMBAL CUMI ASIN/PETAI/BAJAK EBI / TERI /ANEKA SAMBEL MR CRISPY - SAMBAL BAJAKEBI,rasanya agak asem mungkin terlalu banyak tomat,2,negative
600,Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Giling Halus,"pelayanan buruk, barang yang dikirim tidak enak. jangan beli disini",1,negative
601,Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),mantapp gan,5,positive
602,Office & Stationery,Lakban Bening KSATRIA Tape 100 Yard (1 Slop),"bagus, sesuai deskripsi, pelayanan cepqt, order lsg kirim, terima kasih",5,positive
603,Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,barang bagus dan berkwalitas.. mantapsss... sesuai deskripsi.. cepat sampai,5,positive
604,Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,"barang diterima sesuai pesanan, thanks joyko",5,positive
605,Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,produk sesuai dengan deskripsi. pengiriman cepat . seler ramah . barang ok. mantap tetimakasih admin,5,positive
606,Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,"packing rapih, barang ORI, berkualitas, harga murah",5,positive
607,Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,"kemasan rapi, brg sesuai pesanan",5,positive
608,Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,top seller.. responsif dan btgg jwb,5,positive
609,Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,Fast response. Produk bagus sesuai pesanan. Pengiriman cepat 1hr,5,positive
610,Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,"spidol kualitas bagus, harga termurah dibanding toko lain",5,positive
611,Office & Stationery,Whiteboard gantung 90 x 120 cm,"Alhamdulilah barangnya sudah sampe, ukurannya juga besar sesuai yg di gambar, mudah2an bermanfaat buat kegiatan belajar mengajar kami di pesantren",5,positive
612,Office & Stationery,Whiteboard gantung 90 x 120 cm,Pengiriman Cepat. Barang sesuai gambar. Kualitasnya oke. Recommended.,5,positive
613,Office & Stationery,Whiteboard gantung 90 x 120 cm,Barang yang dikirimkan sesuai dan harga terjangkau,5,positive
614,Office & Stationery,Whiteboard gantung 90 x 120 cm,Mantap!!! Cepat proses kirimnya! Besar dan yang penting harga tjakeeeepp!!! Recommended!,5,positive
615,Office & Stationery,Whiteboard gantung 90 x 120 cm,Barangnya bagus sesuai deskripsi ????????????,5,positive
616,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,"Penjual responsif, gercep ada spidol ga nyata langsung dikirim. Thank u so muchh",5,positive
617,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Produk bagus sesuai pesanan. Fast response. Pengiriman cepat 1hr,5,positive
618,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,"mantab spidolnya , jadi ngak hilang tulisan walau tulisannya di masukkan kulkas (plastik ASI)",5,positive
619,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Produk sesuai pesanan baik bentuk maupun warnanya semuanya berfungsi normal,5,positive
620,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,Toko ini barangnya lengkap dan beneran tersedia. Kadang ada toko lain lengkap tp pas dikirim banyak yg gada. Ini lengkap. Recommended Seller.,5,positive
621,Office & Stationery,SPIDOL ARTLINE PERMANENT MARKER EK-69 - Biru,barang sesuai deskripsi pengiriman cepat seller responship dan ramahterimakasih seller dan tokopedia,5,positive
622,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,"produk sesuai, pengiriman cepat. harganya 1ribu pas flash sale. oke banget.",5,positive
623,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,murah meriah tp bagus..nyaman dipakai..tulisan jg terlihat lebih rapih..,5,positive
624,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,terima kasih banyak produk bagus selalu,5,positive
625,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,"Paket sudah sampai dengan selamat, pertahankan kualitas pelayanan dan harganya.. thanks seller dan tokped ..",5,positive
626,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,"dapat flash sale 1000 dapat sekotak isi 12.. murah bangettttt.... produk bagus.. sesuai deskripsi, pengiriman cepat, packing aman... Terima kasih seller n toped..",5,positive
627,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,"Hore dpt harga kejar diskon.. trnyata produk ori, paking aman, isiny byk n pulpen ny enak d pakai.. anak juga suka bgt.. makasih joyko",5,positive
628,Office & Stationery,Ball Pen Pulpen Pena Joyko BP-273 Zeto 0.7 mm 1 Box 12 Pcs,"respon toko cepat dan pengiriman lancar, barang dikemas dengan aman, mantap thanks.",5,positive
629,Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,"Puas banget belanja di sini. Sellernya ramah banget, fast respon. Pengirimannya juga lumayan cepat. Barangnya memuaskan. Packingnya aman jadi barang gak ada cacat sama sekali.",5,positive
630,Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,"barangnya sudah sampai, tidak ada yang rusak atau robek, barangnya original, real pick, packingnya bagus, pengiriman sangat cepat kurir ramah, pokoknya amanah deh kalo mau belanja di toko joyko official store... ????",5,positive
631,Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,"pengiriman cepat, packaging nya okeee banget, isinya sesuai, ga gampang macet pas dipakai, pokonya bagusss bangettt terima kasih joyko????",5,positive
632,Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,"persediaan stok buat kakak sekolah, selalu joyko pilihannya, barang original. Terimakasih buat pelayanan yang diberikan terbaik deh:)",5,positive
633,Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,"Respon penjual baik, Pengiriman sangat cepat, Barang sesuai dengan pesanan, Cukup memuaskan. Thank youu..",5,positive
634,Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,"Packing rapi, kualitas produk ok, pengiriman sangat cepat, respon seller ok",5,positive
635,Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,Pesanan sdh diterima dlm keadaan baik dan fast respond dr seller mantap,5,positive
636,Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,cepat........harga oke...sesuai pesanan.,5,positive
637,Office & Stationery,Isi Ulang Tinta Permanent / Refill Ink Spidol Snowman Permanen Marking - Hitam,"Pelayanan Seller dan Deliver nya sangat cepat dan memuaskan...terima kasih atkasemka,anteraja dan TokoPedia.",5,positive
638,Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,"Ok banget, beli 2 skaligus, barang baguss banget",5,positive
639,Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,mantap langsung dipakai anak untuk belajar,5,positive
640,Office & Stationery,Papan Tulis Anak Tablet Belajar Menulis Menggambar LCD Writing 8.5 Inc - Merah,"Murah dan mudah digunakan, setidaknya nya bermanfaat dan packing cukup aman tebal bubble wrapnya. See you again",5,positive
641,Office & Stationery,Gel Pen / Pulpen / Pena Joyko GP-265 / Q Gel / 0.5 mm - Black,kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,1,negative
642,Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,"sedikit kecewa pesanan pembayaran nya 2 tp di kirim 1 saja ,seharusnya owner hrs lebih teliti biarpun saya minta biru tetapi pembayaran. nya 2 Intem dikirm saja 2 hitamnya dan minta resi saya sdh terlanjur di buang resi kecil ya.",1,negative
643,Office & Stationery,Joyko Whiteboard Marker Spidol Papan Putih - Black,kualitas kurang,1,negative
644,Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,sangat kecewa sekali,1,negative
645,Office & Stationery,Correction Tape / Pita Koreksi Joyko CT-522,Mengecewakan????????????????,1,negative
646,Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,"Mengecewakan sih, pesan lebih dr 10 item, dikirim hanya 4, setelah komplain dikembalikan, hanya PHP saja. selain itu respon & pengiriman lama, pesan tgl 11, diterima tgl 16",1,negative
647,Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,proses pengiriman sangat mengecewakan,1,negative
648,Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,produk dikirim tidak sesuai. harusnya 7911,1,negative
649,Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"Mengecewakan. Kemasan luar kertas sobek besar. Kelihatannya seperti karena basah, krn ada bagian ujung kertas yg melengkung. Padahal pengiriman d pack dgn bubble wrap. Saya terima krn saya gak sempat bikin video unboxing",1,negative
650,Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"bungkusan barang robek, ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka. sangat mengecewakan",1,negative
651,Office & Stationery,Scissors / Gunting Joyko SC-838 - SC-828,Kecewa beli di sini...order gunting tp tidak di kirim.kata ya kalau order untuk ke 2 kali ya bakal dikirim nyala nya zonkkkkkkk,1,negative
